,seconds,date,hr,diff
38,98.952,[2023-09-09 20:19:31 914],94.0,0.5
39,99.452,[2023-09-09 20:19:32 414],92.0,0.5
40,99.952,[2023-09-09 20:19:32 914],91.0,0.5
41,100.452,[2023-09-09 20:19:33 414],89.0,0.5
42,100.952,[2023-09-09 20:19:33 914],88.0,0.5
43,101.452,[2023-09-09 20:19:34 414],87.0,0.5
44,101.952,[2023-09-09 20:19:34 914],86.0,0.5
45,102.452,[2023-09-09 20:19:35 414],86.0,0.5
46,102.952,[2023-09-09 20:19:35 914],86.0,0.5
47,103.452,[2023-09-09 20:19:36 414],86.0,0.5
48,103.952,[2023-09-09 20:19:36 914],87.0,0.5
49,104.452,[2023-09-09 20:19:37 414],87.0,0.5
50,104.952,[2023-09-09 20:19:37 914],88.0,0.5
51,105.452,[2023-09-09 20:19:38 414],88.0,0.5
52,105.952,[2023-09-09 20:19:38 914],89.0,0.5
53,106.452,[2023-09-09 20:19:39 414],89.0,0.5
54,106.952,[2023-09-09 20:19:39 914],90.0,0.5
55,107.452,[2023-09-09 20:19:40 414],90.0,0.5
56,107.952,[2023-09-09 20:19:40 914],91.0,0.5
57,108.452,[2023-09-09 20:19:41 414],92.0,0.5
58,108.952,[2023-09-09 20:19:41 914],92.0,0.5
59,109.452,[2023-09-09 20:19:42 414],93.0,0.5
60,109.952,[2023-09-09 20:19:42 914],94.0,0.5
61,110.452,[2023-09-09 20:19:43 414],94.0,0.5
62,110.952,[2023-09-09 20:19:43 914],93.0,0.5
63,111.452,[2023-09-09 20:19:44 414],93.0,0.5
64,111.952,[2023-09-09 20:19:44 914],93.0,0.5
65,112.452,[2023-09-09 20:19:45 414],93.0,0.5
66,112.952,[2023-09-09 20:19:45 914],94.0,0.5
67,113.452,[2023-09-09 20:19:46 414],95.0,0.5
68,113.952,[2023-09-09 20:19:46 914],96.0,0.5
69,114.452,[2023-09-09 20:19:47 414],98.0,0.5
70,114.952,[2023-09-09 20:19:47 914],99.0,0.5
71,115.452,[2023-09-09 20:19:48 414],100.0,0.5
72,115.952,[2023-09-09 20:19:48 914],100.0,0.5
73,116.452,[2023-09-09 20:19:49 414],100.0,0.5
74,116.952,[2023-09-09 20:19:49 914],101.0,0.5
75,117.452,[2023-09-09 20:19:50 414],100.0,0.5
76,117.952,[2023-09-09 20:19:50 914],100.0,0.5
77,118.452,[2023-09-09 20:19:51 414],99.0,0.5
78,118.952,[2023-09-09 20:19:51 914],99.0,0.5
79,119.452,[2023-09-09 20:19:52 414],99.0,0.5
80,119.952,[2023-09-09 20:19:52 914],99.0,0.5
81,120.452,[2023-09-09 20:19:53 414],99.0,0.5
82,120.952,[2023-09-09 20:19:53 914],100.0,0.5
83,121.452,[2023-09-09 20:19:54 414],100.0,0.5
84,121.952,[2023-09-09 20:19:54 914],100.0,0.5
85,122.452,[2023-09-09 20:19:55 414],100.0,0.5
86,122.952,[2023-09-09 20:19:55 914],100.0,0.5
87,123.452,[2023-09-09 20:19:56 414],101.0,0.5
88,123.952,[2023-09-09 20:19:56 914],102.0,0.5
89,124.452,[2023-09-09 20:19:57 414],103.0,0.5
90,124.952,[2023-09-09 20:19:57 914],102.0,0.5
91,125.452,[2023-09-09 20:19:58 414],102.0,0.5
92,125.952,[2023-09-09 20:19:58 914],101.0,0.5
93,126.452,[2023-09-09 20:19:59 414],102.0,0.5
94,126.952,[2023-09-09 20:19:59 914],102.0,0.5
95,127.452,[2023-09-09 20:20:00 414],103.0,0.5
96,127.952,[2023-09-09 20:20:00 914],104.0,0.5
97,128.452,[2023-09-09 20:20:01 414],104.0,0.5
98,128.952,[2023-09-09 20:20:01 914],103.0,0.5
99,129.452,[2023-09-09 20:20:02 414],104.0,0.5
100,129.952,[2023-09-09 20:20:02 914],104.0,0.5
101,130.452,[2023-09-09 20:20:03 414],104.0,0.5
102,130.952,[2023-09-09 20:20:03 914],104.0,0.5
103,131.452,[2023-09-09 20:20:04 414],103.0,0.5
104,131.952,[2023-09-09 20:20:04 914],102.0,0.5
105,132.452,[2023-09-09 20:20:05 414],100.0,0.5
106,132.952,[2023-09-09 20:20:05 914],99.0,0.5
107,133.452,[2023-09-09 20:20:06 414],96.0,0.5
108,133.952,[2023-09-09 20:20:06 914],96.0,0.5
109,134.452,[2023-09-09 20:20:07 414],95.0,0.5
110,134.952,[2023-09-09 20:20:07 914],95.0,0.5
111,135.452,[2023-09-09 20:20:08 414],95.0,0.5
112,135.952,[2023-09-09 20:20:08 914],94.0,0.5
113,136.452,[2023-09-09 20:20:09 414],94.0,0.5
114,136.952,[2023-09-09 20:20:09 914],94.0,0.5
115,137.452,[2023-09-09 20:20:10 414],94.0,0.5
116,137.952,[2023-09-09 20:20:10 914],93.0,0.5
117,138.452,[2023-09-09 20:20:11 414],92.0,0.5
118,138.952,[2023-09-09 20:20:11 914],91.0,0.5
119,139.452,[2023-09-09 20:20:12 414],89.0,0.5
120,139.952,[2023-09-09 20:20:12 914],89.0,0.5
121,140.452,[2023-09-09 20:20:13 414],87.0,0.5
122,140.952,[2023-09-09 20:20:13 914],87.0,0.5
123,141.452,[2023-09-09 20:20:14 414],87.0,0.5
124,141.952,[2023-09-09 20:20:14 914],87.0,0.5
125,142.452,[2023-09-09 20:20:15 414],88.0,0.5
126,142.952,[2023-09-09 20:20:15 914],87.0,0.5
127,143.452,[2023-09-09 20:20:16 414],86.0,0.5
128,143.952,[2023-09-09 20:20:16 914],85.0,0.5
129,144.452,[2023-09-09 20:20:17 414],84.0,0.5
130,144.952,[2023-09-09 20:20:17 914],83.0,0.5
131,145.452,[2023-09-09 20:20:18 414],82.0,0.5
132,145.952,[2023-09-09 20:20:18 914],82.0,0.5
133,146.452,[2023-09-09 20:20:19 414],81.0,0.5
134,146.952,[2023-09-09 20:20:19 914],82.0,0.5
135,147.452,[2023-09-09 20:20:20 414],82.0,0.5
136,147.952,[2023-09-09 20:20:20 914],82.0,0.5
137,148.452,[2023-09-09 20:20:21 414],83.0,0.5
138,148.952,[2023-09-09 20:20:21 914],83.0,0.5
139,149.452,[2023-09-09 20:20:22 414],84.0,0.5
140,149.952,[2023-09-09 20:20:22 914],85.0,0.5
141,150.452,[2023-09-09 20:20:23 414],85.0,0.5
142,150.952,[2023-09-09 20:20:23 914],85.0,0.5
143,151.452,[2023-09-09 20:20:24 414],85.0,0.5
144,151.952,[2023-09-09 20:20:24 914],84.0,0.5
145,152.452,[2023-09-09 20:20:25 414],84.0,0.5
146,152.952,[2023-09-09 20:20:25 914],84.0,0.5
147,153.452,[2023-09-09 20:20:26 414],84.0,0.5
148,153.952,[2023-09-09 20:20:26 914],84.0,0.5
149,154.452,[2023-09-09 20:20:27 414],84.0,0.5
150,154.952,[2023-09-09 20:20:27 914],84.0,0.5
151,155.452,[2023-09-09 20:20:28 414],84.0,0.5
152,155.952,[2023-09-09 20:20:28 914],83.0,0.5
153,156.452,[2023-09-09 20:20:29 414],82.0,0.5
154,156.952,[2023-09-09 20:20:29 914],82.0,0.5
155,157.452,[2023-09-09 20:20:30 414],82.0,0.5
156,157.952,[2023-09-09 20:20:30 914],82.0,0.5
157,158.452,[2023-09-09 20:20:31 414],83.0,0.5
158,158.952,[2023-09-09 20:20:31 914],83.0,0.5
159,159.452,[2023-09-09 20:20:32 414],83.0,0.5
160,159.952,[2023-09-09 20:20:32 914],84.0,0.5
161,160.452,[2023-09-09 20:20:33 414],85.0,0.5
162,160.952,[2023-09-09 20:20:33 914],86.0,0.5
163,161.452,[2023-09-09 20:20:34 414],88.0,0.5
164,161.952,[2023-09-09 20:20:34 914],88.0,0.5
165,162.452,[2023-09-09 20:20:35 414],90.0,0.5
166,162.952,[2023-09-09 20:20:35 914],91.0,0.5
167,163.452,[2023-09-09 20:20:36 414],92.0,0.5
168,163.952,[2023-09-09 20:20:36 914],92.0,0.5
169,164.452,[2023-09-09 20:20:37 414],91.0,0.5
170,164.952,[2023-09-09 20:20:37 914],91.0,0.5
171,165.452,[2023-09-09 20:20:38 414],89.0,0.5
172,165.952,[2023-09-09 20:20:38 914],89.0,0.5
173,166.452,[2023-09-09 20:20:39 414],88.0,0.5
174,166.952,[2023-09-09 20:20:39 914],88.0,0.5
175,167.452,[2023-09-09 20:20:40 414],88.0,0.5
176,167.952,[2023-09-09 20:20:40 914],89.0,0.5
177,168.452,[2023-09-09 20:20:41 414],90.0,0.5
178,168.952,[2023-09-09 20:20:41 914],91.0,0.5
179,169.452,[2023-09-09 20:20:42 414],95.0,0.5
180,169.952,,96.5,
181,170.452,,96.5,
182,170.952,,96.5,
183,171.452,,96.5,
184,171.952,[2023-09-09 20:20:44 914],98.0,2.5
185,172.452,[2023-09-09 20:20:45 414],101.0,0.5
186,172.952,[2023-09-09 20:20:45 914],100.0,0.5
187,173.452,[2023-09-09 20:20:46 414],100.0,0.5
188,173.952,[2023-09-09 20:20:46 914],100.0,0.5
189,174.452,[2023-09-09 20:20:47 414],100.0,0.5
190,174.952,[2023-09-09 20:20:47 914],99.0,0.5
191,175.452,[2023-09-09 20:20:48 414],99.0,0.5
192,175.952,[2023-09-09 20:20:48 914],99.0,0.5
193,176.452,[2023-09-09 20:20:49 414],99.0,0.5
194,176.952,[2023-09-09 20:20:49 914],98.0,0.5
195,177.452,[2023-09-09 20:20:50 414],98.0,0.5
196,177.952,[2023-09-09 20:20:50 914],98.0,0.5
197,178.452,[2023-09-09 20:20:51 414],98.0,0.5
198,178.952,[2023-09-09 20:20:51 914],97.0,0.5
199,179.452,[2023-09-09 20:20:52 414],97.0,0.5
200,179.952,[2023-09-09 20:20:52 914],97.0,0.5
201,180.452,[2023-09-09 20:20:53 414],98.0,0.5
202,180.952,[2023-09-09 20:20:53 914],98.0,0.5
203,181.452,[2023-09-09 20:20:54 414],99.0,0.5
204,181.952,[2023-09-09 20:20:54 914],99.0,0.5
205,182.452,[2023-09-09 20:20:55 414],100.0,0.5
206,182.952,[2023-09-09 20:20:55 914],100.0,0.5
207,183.452,[2023-09-09 20:20:56 414],101.0,0.5
208,183.952,[2023-09-09 20:20:56 914],100.0,0.5
209,184.452,[2023-09-09 20:20:57 414],100.0,0.5
210,184.952,[2023-09-09 20:20:57 914],100.0,0.5
211,185.452,[2023-09-09 20:20:58 414],100.0,0.5
212,185.952,[2023-09-09 20:20:58 914],100.0,0.5
213,186.452,[2023-09-09 20:20:59 414],100.0,0.5
214,186.952,[2023-09-09 20:20:59 914],101.0,0.5
215,187.452,[2023-09-09 20:21:00 414],102.0,0.5
216,187.952,[2023-09-09 20:21:00 914],102.0,0.5
217,188.452,[2023-09-09 20:21:01 414],104.0,0.5
218,188.952,[2023-09-09 20:21:01 914],104.0,0.5
219,189.452,[2023-09-09 20:21:02 414],106.0,0.5
220,189.952,[2023-09-09 20:21:02 914],107.0,0.5
221,190.452,[2023-09-09 20:21:03 414],108.0,0.5
222,190.952,[2023-09-09 20:21:03 914],108.0,0.5
223,191.452,[2023-09-09 20:21:04 414],108.0,0.5
224,191.952,[2023-09-09 20:21:04 914],109.0,0.5
225,192.452,[2023-09-09 20:21:05 414],109.0,0.5
226,192.952,[2023-09-09 20:21:05 914],110.0,0.5
227,193.452,[2023-09-09 20:21:06 414],110.0,0.5
228,193.952,[2023-09-09 20:21:06 914],109.0,0.5
229,194.452,[2023-09-09 20:21:07 414],108.0,0.5
230,194.952,[2023-09-09 20:21:07 914],108.0,0.5
231,195.452,[2023-09-09 20:21:08 414],107.0,0.5
232,195.952,[2023-09-09 20:21:08 914],107.0,0.5
233,196.452,[2023-09-09 20:21:09 414],108.0,0.5
234,196.952,[2023-09-09 20:21:09 914],108.0,0.5
235,197.452,[2023-09-09 20:21:10 414],109.0,0.5
236,197.952,[2023-09-09 20:21:10 914],109.0,0.5
237,198.452,[2023-09-09 20:21:11 414],110.0,0.5
238,198.952,[2023-09-09 20:21:11 914],110.0,0.5
239,199.452,[2023-09-09 20:21:12 414],111.0,0.5
240,199.952,[2023-09-09 20:21:12 914],111.0,0.5
241,200.452,[2023-09-09 20:21:13 414],111.0,0.5
242,200.952,[2023-09-09 20:21:13 914],110.0,0.5
243,201.452,[2023-09-09 20:21:14 414],109.0,0.5
244,201.952,[2023-09-09 20:21:14 914],109.0,0.5
245,202.452,[2023-09-09 20:21:15 414],107.0,0.5
246,202.952,[2023-09-09 20:21:15 914],107.0,0.5
247,203.452,[2023-09-09 20:21:16 414],104.0,0.5
248,203.952,[2023-09-09 20:21:16 914],103.0,0.5
249,204.452,[2023-09-09 20:21:17 414],100.0,0.5
250,204.952,[2023-09-09 20:21:17 914],99.0,0.5
251,205.452,[2023-09-09 20:21:18 414],98.0,0.5
252,205.952,[2023-09-09 20:21:18 914],98.0,0.5
253,206.452,[2023-09-09 20:21:19 414],98.0,0.5
254,206.952,[2023-09-09 20:21:19 914],98.0,0.5
255,207.452,[2023-09-09 20:21:20 414],98.0,0.5
256,207.952,[2023-09-09 20:21:20 914],97.0,0.5
257,208.452,[2023-09-09 20:21:21 414],96.0,0.5
258,208.952,[2023-09-09 20:21:21 914],96.0,0.5
259,209.452,[2023-09-09 20:21:22 414],95.0,0.5
260,209.952,[2023-09-09 20:21:22 914],95.0,0.5
261,210.452,[2023-09-09 20:21:23 414],95.0,0.5
262,210.952,[2023-09-09 20:21:23 914],96.0,0.5
263,211.452,[2023-09-09 20:21:24 414],97.0,0.5
264,211.952,[2023-09-09 20:21:24 914],98.0,0.5
265,212.452,[2023-09-09 20:21:25 414],100.0,0.5
266,212.952,[2023-09-09 20:21:25 914],102.0,0.5
267,213.452,[2023-09-09 20:21:26 414],104.0,0.5
268,213.952,[2023-09-09 20:21:26 914],104.0,0.5
269,214.452,[2023-09-09 20:21:27 414],105.0,0.5
270,214.952,[2023-09-09 20:21:27 914],106.0,0.5
271,215.452,[2023-09-09 20:21:28 414],105.0,0.5
272,215.952,[2023-09-09 20:21:28 914],105.0,0.5
273,216.452,[2023-09-09 20:21:29 414],103.0,0.5
274,216.952,[2023-09-09 20:21:29 914],103.0,0.5
275,217.452,[2023-09-09 20:21:30 414],101.0,0.5
276,217.952,[2023-09-09 20:21:30 914],100.0,0.5
277,218.452,[2023-09-09 20:21:31 414],99.0,0.5
278,218.952,[2023-09-09 20:21:31 914],98.0,0.5
279,219.452,[2023-09-09 20:21:32 414],98.0,0.5
280,219.952,[2023-09-09 20:21:32 914],99.0,0.5
281,220.452,[2023-09-09 20:21:33 414],99.0,0.5
282,220.952,[2023-09-09 20:21:33 914],98.0,0.5
283,221.452,[2023-09-09 20:21:34 414],98.0,0.5
284,221.952,[2023-09-09 20:21:34 914],98.0,0.5
285,222.452,[2023-09-09 20:21:35 414],98.0,0.5
286,222.952,[2023-09-09 20:21:35 914],99.0,0.5
287,223.452,[2023-09-09 20:21:36 414],99.0,0.5
288,223.952,[2023-09-09 20:21:36 914],99.0,0.5
289,224.452,[2023-09-09 20:21:37 414],98.0,0.5
290,224.952,[2023-09-09 20:21:37 914],96.0,0.5
291,225.452,[2023-09-09 20:21:38 414],95.0,0.5
292,225.952,[2023-09-09 20:21:38 914],96.0,0.5
293,226.452,[2023-09-09 20:21:39 414],95.0,0.5
294,226.952,[2023-09-09 20:21:39 914],94.0,0.5
295,227.452,[2023-09-09 20:21:40 414],93.0,0.5
296,227.952,[2023-09-09 20:21:40 914],92.0,0.5
297,228.452,[2023-09-09 20:21:41 414],93.0,0.5
298,228.952,[2023-09-09 20:21:41 914],93.0,0.5
299,229.452,[2023-09-09 20:21:42 414],95.0,0.5
300,229.952,[2023-09-09 20:21:42 914],95.0,0.5
301,230.452,[2023-09-09 20:21:43 414],98.0,0.5
302,230.952,[2023-09-09 20:21:43 914],99.0,0.5
303,231.452,[2023-09-09 20:21:44 414],102.0,0.5
304,231.952,[2023-09-09 20:21:44 914],103.0,0.5
305,232.452,[2023-09-09 20:21:45 414],105.0,0.5
306,232.952,[2023-09-09 20:21:45 914],106.0,0.5
307,233.452,[2023-09-09 20:21:46 414],107.0,0.5
308,233.952,[2023-09-09 20:21:46 914],108.0,0.5
309,234.452,[2023-09-09 20:21:47 414],108.0,0.5
310,234.952,[2023-09-09 20:21:47 914],108.0,0.5
311,235.452,[2023-09-09 20:21:48 414],108.0,0.5
312,235.952,[2023-09-09 20:21:48 914],107.0,0.5
313,236.452,[2023-09-09 20:21:49 414],106.0,0.5
314,236.952,[2023-09-09 20:21:49 914],105.0,0.5
315,237.452,[2023-09-09 20:21:50 414],104.0,0.5
316,237.952,[2023-09-09 20:21:50 914],103.0,0.5
317,238.452,[2023-09-09 20:21:51 414],102.0,0.5
318,238.952,[2023-09-09 20:21:51 914],101.0,0.5
319,239.452,[2023-09-09 20:21:52 414],99.0,0.5
320,239.952,[2023-09-09 20:21:52 914],99.0,0.5
321,240.452,[2023-09-09 20:21:53 414],98.0,0.5
322,240.952,[2023-09-09 20:21:53 914],98.0,0.5
323,241.452,[2023-09-09 20:21:54 414],98.0,0.5
324,241.952,[2023-09-09 20:21:54 914],99.0,0.5
325,242.452,[2023-09-09 20:21:55 414],99.0,0.5
326,242.952,[2023-09-09 20:21:55 914],100.0,0.5
327,243.452,[2023-09-09 20:21:56 414],100.0,0.5
328,243.952,[2023-09-09 20:21:56 914],100.0,0.5
329,244.452,[2023-09-09 20:21:57 414],100.0,0.5
330,244.952,[2023-09-09 20:21:57 914],101.0,0.5
331,245.452,[2023-09-09 20:21:58 414],100.0,0.5
332,245.952,[2023-09-09 20:21:58 914],100.0,0.5
333,246.452,[2023-09-09 20:21:59 414],98.0,0.5
334,246.952,[2023-09-09 20:21:59 914],98.0,0.5
335,247.452,[2023-09-09 20:22:00 414],96.0,0.5
336,247.952,[2023-09-09 20:22:00 914],96.0,0.5
337,248.452,[2023-09-09 20:22:01 414],94.0,0.5
338,248.952,[2023-09-09 20:22:01 914],92.0,0.5
339,249.452,[2023-09-09 20:22:02 414],91.0,0.5
340,249.952,[2023-09-09 20:22:02 914],90.0,0.5
341,250.452,[2023-09-09 20:22:03 414],90.0,0.5
342,250.952,[2023-09-09 20:22:03 914],90.0,0.5
343,251.452,[2023-09-09 20:22:04 414],91.0,0.5
344,251.952,[2023-09-09 20:22:04 914],91.0,0.5
345,252.452,[2023-09-09 20:22:05 414],93.0,0.5
346,252.952,[2023-09-09 20:22:05 914],93.0,0.5
347,253.452,[2023-09-09 20:22:06 414],95.0,0.5
348,253.952,[2023-09-09 20:22:06 914],97.0,0.5
349,254.452,[2023-09-09 20:22:07 414],98.0,0.5
350,254.952,[2023-09-09 20:22:07 914],98.0,0.5
351,255.452,[2023-09-09 20:22:08 414],98.0,0.5
352,255.952,[2023-09-09 20:22:08 914],97.0,0.5
353,256.452,[2023-09-09 20:22:09 414],96.0,0.5
354,256.952,[2023-09-09 20:22:09 914],95.0,0.5
355,257.452,[2023-09-09 20:22:10 414],94.0,0.5
356,257.952,[2023-09-09 20:22:10 914],94.0,0.5
357,258.452,[2023-09-09 20:22:11 414],94.0,0.5
358,258.952,[2023-09-09 20:22:11 914],93.0,0.5
359,259.452,[2023-09-09 20:22:12 414],93.0,0.5
360,259.952,[2023-09-09 20:22:12 914],94.0,0.5
361,260.452,[2023-09-09 20:22:13 414],94.0,0.5
362,260.952,[2023-09-09 20:22:13 914],94.0,0.5
363,261.452,[2023-09-09 20:22:14 414],94.0,0.5
364,261.952,[2023-09-09 20:22:14 914],94.0,0.5
365,262.452,[2023-09-09 20:22:15 414],94.0,0.5
366,262.952,[2023-09-09 20:22:15 914],94.0,0.5
367,263.452,[2023-09-09 20:22:16 414],94.0,0.5
368,263.952,[2023-09-09 20:22:16 914],93.0,0.5
369,264.452,[2023-09-09 20:22:17 414],91.0,0.5
370,264.952,[2023-09-09 20:22:17 914],90.0,0.5
371,265.452,[2023-09-09 20:22:18 414],87.0,0.5
372,265.952,[2023-09-09 20:22:18 914],87.0,0.5
373,266.452,[2023-09-09 20:22:19 414],86.0,0.5
374,266.952,[2023-09-09 20:22:19 914],85.0,0.5
375,267.452,[2023-09-09 20:22:20 414],85.0,0.5
376,267.952,[2023-09-09 20:22:20 914],84.0,0.5
377,268.452,[2023-09-09 20:22:21 414],84.0,0.5
378,268.952,[2023-09-09 20:22:21 914],85.0,0.5
379,269.452,[2023-09-09 20:22:22 414],85.0,0.5
380,269.952,[2023-09-09 20:22:22 914],86.0,0.5
381,270.452,[2023-09-09 20:22:23 414],87.0,0.5
382,270.952,[2023-09-09 20:22:23 914],87.0,0.5
383,271.452,[2023-09-09 20:22:24 414],89.0,0.5
384,271.952,[2023-09-09 20:22:24 914],90.0,0.5
385,272.452,[2023-09-09 20:22:25 414],92.0,0.5
386,272.952,[2023-09-09 20:22:25 914],94.0,0.5
387,273.452,[2023-09-09 20:22:26 414],95.0,0.5
388,273.952,[2023-09-09 20:22:26 914],95.0,0.5
389,274.452,[2023-09-09 20:22:27 414],95.0,0.5
390,274.952,[2023-09-09 20:22:27 914],95.0,0.5
391,275.452,[2023-09-09 20:22:28 414],96.0,0.5
392,275.952,[2023-09-09 20:22:28 914],97.0,0.5
393,276.452,[2023-09-09 20:22:29 414],98.0,0.5
394,276.952,[2023-09-09 20:22:29 914],99.0,0.5
395,277.452,[2023-09-09 20:22:30 414],99.0,0.5
396,277.952,[2023-09-09 20:22:30 914],100.0,0.5
397,278.452,[2023-09-09 20:22:31 414],101.0,0.5
398,278.952,[2023-09-09 20:22:31 914],101.0,0.5
399,279.452,[2023-09-09 20:22:32 414],103.0,0.5
400,279.952,[2023-09-09 20:22:32 914],105.0,0.5
401,280.452,[2023-09-09 20:22:33 414],107.0,0.5
402,280.952,[2023-09-09 20:22:33 914],107.0,0.5
403,281.452,[2023-09-09 20:22:34 414],109.0,0.5
404,281.952,[2023-09-09 20:22:34 914],109.0,0.5
405,282.452,[2023-09-09 20:22:35 414],110.0,0.5
406,282.952,[2023-09-09 20:22:35 914],111.0,0.5
407,283.452,[2023-09-09 20:22:36 414],110.0,0.5
408,283.952,[2023-09-09 20:22:36 914],110.0,0.5
409,284.452,[2023-09-09 20:22:37 414],109.0,0.5
410,284.952,[2023-09-09 20:22:37 914],108.0,0.5
411,285.452,[2023-09-09 20:22:38 414],108.0,0.5
412,285.952,[2023-09-09 20:22:38 914],109.0,0.5
413,286.452,[2023-09-09 20:22:39 414],110.0,0.5
414,286.952,[2023-09-09 20:22:39 914],110.0,0.5
415,287.452,[2023-09-09 20:22:40 414],112.0,0.5
416,287.952,[2023-09-09 20:22:40 914],112.0,0.5
417,288.452,[2023-09-09 20:22:41 414],113.0,0.5
418,288.952,[2023-09-09 20:22:41 914],114.0,0.5
419,289.452,[2023-09-09 20:22:42 414],115.0,0.5
420,289.952,[2023-09-09 20:22:42 914],116.0,0.5
421,290.452,[2023-09-09 20:22:43 414],117.0,0.5
422,290.952,[2023-09-09 20:22:43 914],118.0,0.5
423,291.452,[2023-09-09 20:22:44 414],118.0,0.5
424,291.952,[2023-09-09 20:22:44 914],118.0,0.5
425,292.452,[2023-09-09 20:22:45 414],117.0,0.5
426,292.952,[2023-09-09 20:22:45 914],116.0,0.5
427,293.452,[2023-09-09 20:22:46 414],114.0,0.5
428,293.952,[2023-09-09 20:22:46 914],113.0,0.5
429,294.452,[2023-09-09 20:22:47 414],109.0,0.5
430,294.952,,107.5,
431,295.452,,107.5,
432,295.952,,107.5,
433,296.452,,107.5,
434,296.952,,107.5,
435,297.452,[2023-09-09 20:22:50 414],106.0,3.0
436,297.952,[2023-09-09 20:22:50 914],103.0,0.5
437,298.452,[2023-09-09 20:22:51 414],104.0,0.5
438,298.952,[2023-09-09 20:22:51 914],104.0,0.5
439,299.452,[2023-09-09 20:22:52 414],106.0,0.5
440,299.952,[2023-09-09 20:22:52 914],107.0,0.5
441,300.452,[2023-09-09 20:22:53 414],108.0,0.5
442,300.952,[2023-09-09 20:22:53 914],109.0,0.5
443,301.452,[2023-09-09 20:22:54 414],109.0,0.5
444,301.952,[2023-09-09 20:22:54 914],109.0,0.5
445,302.452,[2023-09-09 20:22:55 414],109.0,0.5
446,302.952,[2023-09-09 20:22:55 914],109.0,0.5
447,303.452,[2023-09-09 20:22:56 414],110.0,0.5
448,303.952,[2023-09-09 20:22:56 914],110.0,0.5
449,304.452,[2023-09-09 20:22:57 414],111.0,0.5
450,304.952,[2023-09-09 20:22:57 914],112.0,0.5
451,305.452,[2023-09-09 20:22:58 414],112.0,0.5
452,305.952,[2023-09-09 20:22:58 914],111.0,0.5
453,306.452,[2023-09-09 20:22:59 414],110.0,0.5
454,306.952,[2023-09-09 20:22:59 914],109.0,0.5
455,307.452,[2023-09-09 20:23:00 414],107.0,0.5
456,307.952,[2023-09-09 20:23:00 914],107.0,0.5
457,308.452,[2023-09-09 20:23:01 414],105.0,0.5
458,308.952,[2023-09-09 20:23:01 914],105.0,0.5
459,309.452,[2023-09-09 20:23:02 414],104.0,0.5
460,309.952,[2023-09-09 20:23:02 914],103.0,0.5
461,310.452,[2023-09-09 20:23:03 414],103.0,0.5
462,310.952,[2023-09-09 20:23:03 914],104.0,0.5
463,311.452,[2023-09-09 20:23:04 414],103.0,0.5
464,311.952,[2023-09-09 20:23:04 914],103.0,0.5
465,312.452,[2023-09-09 20:23:05 414],102.0,0.5
466,312.952,[2023-09-09 20:23:05 914],101.0,0.5
467,313.452,[2023-09-09 20:23:06 414],101.0,0.5
468,313.952,[2023-09-09 20:23:06 914],100.0,0.5
469,314.452,[2023-09-09 20:23:07 414],100.0,0.5
470,314.952,[2023-09-09 20:23:07 914],99.0,0.5
