,seconds,date,hr,activity_load_2d,activity_load_3d
64,2591.567,[2023-09-09 21:01:04 529],108.0,0.0048,0.0058
65,2592.569,[2023-09-09 21:01:05 531],107.0,0.0077,0.0091
66,2593.568,[2023-09-09 21:01:06 530],106.0,0.0054,0.0071
67,2594.571,[2023-09-09 21:01:07 533],106.0,0.0042,0.0053
68,2595.572,[2023-09-09 21:01:08 534],105.0,0.0029,0.0035
69,2596.554,[2023-09-09 21:01:09 516],106.0,0.0027,0.0033
70,2597.571,[2023-09-09 21:01:10 533],107.0,0.0048,0.0057
71,2598.57,[2023-09-09 21:01:11 532],110.0,0.0026,0.0033
72,2599.57,[2023-09-09 21:01:12 532],113.0,0.0044,0.0051
73,2600.571,[2023-09-09 21:01:13 533],115.0,0.0058,0.0073
74,2601.569,[2023-09-09 21:01:14 531],117.0,0.0079,0.0101
75,2602.572,[2023-09-09 21:01:15 534],118.0,0.0061,0.0071
76,2603.568,[2023-09-09 21:01:16 530],119.0,0.0025,0.0029
77,2604.572,[2023-09-09 21:01:17 534],118.0,0.0022,0.0026
78,2605.57,[2023-09-09 21:01:18 532],117.0,0.0021,0.0025
79,2606.554,[2023-09-09 21:01:19 516],115.0,0.0027,0.0032
80,2607.571,[2023-09-09 21:01:20 533],113.0,0.0024,0.0029
81,2608.57,[2023-09-09 21:01:21 532],112.0,0.0027,0.0033
82,2609.572,[2023-09-09 21:01:22 534],111.0,0.0057,0.0067
83,2610.568,[2023-09-09 21:01:23 530],111.0,0.007,0.0098
84,2611.57,[2023-09-09 21:01:24 532],110.0,0.0031,0.0039
85,2612.57,[2023-09-09 21:01:25 532],110.0,0.0032,0.0036
86,2613.571,[2023-09-09 21:01:26 533],109.0,0.0028,0.0033
87,2614.534,[2023-09-09 21:01:27 496],108.0,0.0025,0.0033
88,2615.569,[2023-09-09 21:01:28 531],110.0,0.0057,0.0078
89,2616.554,[2023-09-09 21:01:29 516],112.0,0.0064,0.0112
90,2617.567,[2023-09-09 21:01:30 529],114.0,0.0034,0.0044
91,2618.572,[2023-09-09 21:01:31 534],115.0,0.0024,0.0028
92,2619.572,[2023-09-09 21:01:32 534],115.0,0.0023,0.0029
93,2620.573,[2023-09-09 21:01:33 535],114.0,0.003,0.0034
94,2621.572,[2023-09-09 21:01:34 534],115.0,0.0023,0.0027
95,2622.573,[2023-09-09 21:01:35 535],115.0,0.0024,0.0027
96,2623.572,[2023-09-09 21:01:36 534],115.0,0.0032,0.0037
97,2624.571,[2023-09-09 21:01:37 533],113.0,0.0039,0.0048
98,2625.572,[2023-09-09 21:01:38 534],112.0,0.0079,0.0101
99,2626.552,[2023-09-09 21:01:39 514],111.0,0.0029,0.0035
100,2627.569,[2023-09-09 21:01:40 531],110.0,0.0037,0.0043
101,2628.568,[2023-09-09 21:01:41 530],110.0,0.0101,0.0112
102,2629.572,[2023-09-09 21:01:42 534],107.0,0.0029,0.0036
103,2630.571,[2023-09-09 21:01:43 533],103.0,0.0027,0.0032
104,2631.572,[2023-09-09 21:01:44 534],100.0,0.0031,0.0038
105,2632.571,[2023-09-09 21:01:45 533],100.0,0.0025,0.003
106,2633.57,[2023-09-09 21:01:46 532],102.0,0.0028,0.0033
107,2634.574,[2023-09-09 21:01:47 536],103.0,0.0031,0.0037
108,2635.574,[2023-09-09 21:01:48 536],102.0,0.0032,0.004
109,2636.555,[2023-09-09 21:01:49 517],100.0,0.0038,0.0047
110,2637.573,[2023-09-09 21:01:50 535],99.0,0.0039,0.0048
111,2638.575,[2023-09-09 21:01:51 537],99.0,0.0029,0.0036
112,2639.573,[2023-09-09 21:01:52 535],99.0,0.0034,0.0041
113,2640.574,[2023-09-09 21:01:53 536],100.0,0.003,0.0038
114,2641.572,[2023-09-09 21:01:54 534],102.0,0.0046,0.0055
115,2642.574,[2023-09-09 21:01:55 536],105.0,0.0031,0.0036
116,2643.573,[2023-09-09 21:01:56 535],106.0,0.0022,0.0026
117,2644.574,[2023-09-09 21:01:57 536],105.0,0.0034,0.0042
118,2645.573,[2023-09-09 21:01:58 535],102.0,0.0021,0.0025
119,2646.557,[2023-09-09 21:01:59 519],102.0,0.0023,0.0027
120,2647.575,[2023-09-09 21:02:00 537],104.0,0.002,0.0024
121,2648.572,[2023-09-09 21:02:01 534],106.0,0.0025,0.0033
122,2649.574,[2023-09-09 21:02:02 536],108.0,0.0037,0.0048
123,2650.571,[2023-09-09 21:02:03 533],109.0,0.0026,0.0034
124,2651.572,[2023-09-09 21:02:04 534],109.0,0.006,0.0074
125,2652.57,[2023-09-09 21:02:05 532],107.0,0.0027,0.0035
126,2653.574,[2023-09-09 21:02:06 536],107.0,0.0026,0.003
127,2654.572,[2023-09-09 21:02:07 534],108.0,0.003,0.0036
128,2655.574,[2023-09-09 21:02:08 536],111.0,0.0025,0.003
129,2656.557,[2023-09-09 21:02:09 519],113.0,0.0026,0.0031
130,2657.572,[2023-09-09 21:02:10 534],113.0,0.0024,0.0029
131,2658.575,[2023-09-09 21:02:11 537],110.0,0.0026,0.0031
132,2659.574,[2023-09-09 21:02:12 536],108.0,0.0022,0.0027
133,2660.577,[2023-09-09 21:02:13 539],106.0,0.0038,0.0044
134,2661.574,[2023-09-09 21:02:14 536],104.0,0.0035,0.0041
135,2662.575,[2023-09-09 21:02:15 537],104.0,0.0026,0.0031
136,2663.574,[2023-09-09 21:02:16 536],103.0,0.0021,0.0025
137,2664.574,[2023-09-09 21:02:17 536],102.0,0.002,0.0025
138,2665.573,[2023-09-09 21:02:18 535],101.0,0.0021,0.0025
139,2666.558,[2023-09-09 21:02:19 520],99.0,0.0021,0.0026
140,2667.575,[2023-09-09 21:02:20 537],97.0,0.0021,0.0026
141,2668.572,[2023-09-09 21:02:21 534],97.0,0.0021,0.0025
142,2669.576,[2023-09-09 21:02:22 538],98.0,0.002,0.0025
143,2670.574,[2023-09-09 21:02:23 536],101.0,0.0022,0.0027
144,2671.576,[2023-09-09 21:02:24 538],104.0,0.0018,0.0022
145,2672.576,[2023-09-09 21:02:25 538],106.0,0.0023,0.0028
146,2673.577,[2023-09-09 21:02:26 539],107.0,0.0035,0.004
147,2674.575,[2023-09-09 21:02:27 537],107.0,0.0023,0.0029
148,2675.575,[2023-09-09 21:02:28 537],106.0,0.0022,0.0028
149,2676.559,[2023-09-09 21:02:29 521],106.0,0.0026,0.0031
150,2677.577,[2023-09-09 21:02:30 539],107.0,0.0077,0.0092
151,2678.577,[2023-09-09 21:02:31 539],107.0,0.0096,0.0136
152,2679.576,[2023-09-09 21:02:32 538],106.0,0.012,0.0187
153,2680.577,[2023-09-09 21:02:33 539],107.0,0.0074,0.0096
154,2681.575,[2023-09-09 21:02:34 537],109.0,0.0027,0.0034
155,2682.577,[2023-09-09 21:02:35 539],111.0,0.0022,0.0027
156,2683.575,[2023-09-09 21:02:36 537],115.0,0.0023,0.0027
157,2684.574,[2023-09-09 21:02:37 536],117.0,0.002,0.0025
158,2685.573,[2023-09-09 21:02:38 535],117.0,0.0024,0.0027
159,2686.561,[2023-09-09 21:02:39 523],116.0,0.002,0.0024
160,2687.576,[2023-09-09 21:02:40 538],115.0,0.0023,0.0026
161,2688.575,[2023-09-09 21:02:41 537],115.0,0.0022,0.0026
162,2689.574,[2023-09-09 21:02:42 536],116.0,0.0024,0.0028
163,2690.574,[2023-09-09 21:02:43 536],117.0,0.0031,0.0035
164,2691.577,[2023-09-09 21:02:44 539],119.0,0.0022,0.0026
165,2692.576,[2023-09-09 21:02:45 538],121.0,0.0026,0.0031
166,2693.578,[2023-09-09 21:02:46 540],122.0,0.0029,0.0036
167,2694.577,[2023-09-09 21:02:47 539],122.0,0.0025,0.0033
168,2695.578,[2023-09-09 21:02:48 540],123.0,0.0022,0.0026
169,2696.56,[2023-09-09 21:02:49 522],124.0,0.0029,0.0033
170,2697.577,[2023-09-09 21:02:50 539],124.0,0.0021,0.0026
171,2698.578,[2023-09-09 21:02:51 540],124.0,0.0023,0.0027
172,2699.578,[2023-09-09 21:02:52 540],123.0,0.0025,0.0028
173,2700.578,[2023-09-09 21:02:53 540],123.0,0.0024,0.0029
174,2701.577,[2023-09-09 21:02:54 539],123.0,0.0024,0.0028
175,2702.577,[2023-09-09 21:02:55 539],123.0,0.0029,0.0036
176,2703.577,[2023-09-09 21:02:56 539],123.0,0.0032,0.004
177,2704.578,[2023-09-09 21:02:57 540],123.0,0.0047,0.0056
178,2705.577,[2023-09-09 21:02:58 539],123.0,0.0024,0.0031
179,2706.564,[2023-09-09 21:02:59 526],122.0,0.0023,0.0029
180,2707.577,[2023-09-09 21:03:00 539],120.0,0.0025,0.003
181,2708.576,[2023-09-09 21:03:01 538],118.0,0.0047,0.0055
182,2709.578,[2023-09-09 21:03:02 540],116.0,0.0042,0.0049
183,2710.577,[2023-09-09 21:03:03 539],114.0,0.0044,0.0051
184,2711.578,[2023-09-09 21:03:04 540],110.0,0.0028,0.0034
185,2712.579,[2023-09-09 21:03:05 541],107.0,0.0038,0.0044
186,2713.577,[2023-09-09 21:03:06 539],105.0,0.0035,0.0041
187,2714.578,[2023-09-09 21:03:07 540],105.0,0.0053,0.0066
188,2715.58,[2023-09-09 21:03:08 542],105.0,0.0041,0.0049
189,2716.558,[2023-09-09 21:03:09 520],106.0,0.005,0.0059
190,2717.576,[2023-09-09 21:03:10 538],109.0,0.0037,0.0043
191,2718.579,[2023-09-09 21:03:11 541],110.0,0.0036,0.0044
192,2719.576,[2023-09-09 21:03:12 538],110.0,0.0027,0.0033
193,2720.577,[2023-09-09 21:03:13 539],109.0,0.0027,0.003
194,2721.577,[2023-09-09 21:03:14 539],109.0,0.0029,0.0036
195,2722.579,[2023-09-09 21:03:15 541],109.0,0.0023,0.0028
196,2723.577,[2023-09-09 21:03:16 539],109.0,0.0022,0.0026
197,2724.58,[2023-09-09 21:03:17 542],109.0,0.0025,0.0029
198,2725.577,[2023-09-09 21:03:18 539],109.0,0.0021,0.0025
199,2726.565,[2023-09-09 21:03:19 527],108.0,0.0021,0.0026
200,2727.58,[2023-09-09 21:03:20 542],107.0,0.0019,0.0024
201,2728.579,[2023-09-09 21:03:21 541],107.0,0.0022,0.0026
202,2729.579,[2023-09-09 21:03:22 541],108.0,0.0021,0.0026
203,2730.58,[2023-09-09 21:03:23 542],108.0,0.0022,0.0027
204,2731.578,[2023-09-09 21:03:24 540],109.0,0.0022,0.0026
205,2732.578,[2023-09-09 21:03:25 540],109.0,0.0031,0.0037
206,2733.578,[2023-09-09 21:03:26 540],110.0,0.0084,0.0108
207,2734.581,[2023-09-09 21:03:27 543],110.0,0.014,0.0182
208,2735.578,[2023-09-09 21:03:28 540],109.0,0.0076,0.0097
209,2736.564,[2023-09-09 21:03:29 526],110.0,0.0021,0.0026
210,2737.579,[2023-09-09 21:03:30 541],112.0,0.0028,0.0033
211,2738.578,[2023-09-09 21:03:31 540],116.0,0.0086,0.0115
212,2739.578,[2023-09-09 21:03:32 540],120.0,0.0055,0.0066
213,2740.577,[2023-09-09 21:03:33 539],122.0,0.0051,0.0061
214,2741.58,[2023-09-09 21:03:34 542],122.0,0.0045,0.0057
215,2742.578,[2023-09-09 21:03:35 540],122.0,0.0054,0.007
216,2743.58,[2023-09-09 21:03:36 542],122.0,0.0036,0.0044
217,2744.579,[2023-09-09 21:03:37 541],122.0,0.0059,0.007
218,2745.58,[2023-09-09 21:03:38 542],122.0,0.0082,0.0091
219,2746.565,[2023-09-09 21:03:39 527],121.0,0.0062,0.0073
220,2747.579,[2023-09-09 21:03:40 541],121.0,0.0084,0.0101
221,2748.581,[2023-09-09 21:03:41 543],120.0,0.004,0.0047
222,2749.58,[2023-09-09 21:03:42 542],119.0,0.0139,0.0179
223,2750.582,[2023-09-09 21:03:43 544],118.0,0.0119,0.0158
224,2751.582,[2023-09-09 21:03:44 544],117.0,0.0029,0.0036
225,2752.582,[2023-09-09 21:03:45 544],116.0,0.0028,0.0033
226,2753.58,[2023-09-09 21:03:46 542],116.0,0.0028,0.0033
227,2754.581,[2023-09-09 21:03:47 543],116.0,0.0026,0.0031
228,2755.577,[2023-09-09 21:03:48 539],115.0,0.0102,0.0128
229,2756.564,[2023-09-09 21:03:49 526],115.0,0.0083,0.0152
230,2757.581,[2023-09-09 21:03:50 543],115.0,0.008,0.012
231,2758.578,[2023-09-09 21:03:51 540],115.0,0.0049,0.0063
232,2759.581,[2023-09-09 21:03:52 543],115.0,0.0029,0.0034
233,2760.549,[2023-09-09 21:03:53 511],115.0,0.0025,0.003
234,2761.58,[2023-09-09 21:03:54 542],115.0,0.0022,0.0026
235,2762.578,[2023-09-09 21:03:55 540],115.0,0.0025,0.0029
236,2763.582,[2023-09-09 21:03:56 544],115.0,0.002,0.0024
237,2764.582,[2023-09-09 21:03:57 544],115.0,0.0021,0.0025
238,2765.582,[2023-09-09 21:03:58 544],115.0,0.0025,0.0029
239,2766.567,[2023-09-09 21:03:59 529],115.0,0.0028,0.0035
240,2767.58,[2023-09-09 21:04:00 542],115.0,0.0026,0.0031
241,2768.583,[2023-09-09 21:04:01 545],115.0,0.0028,0.0034
242,2769.581,[2023-09-09 21:04:02 543],115.0,0.0035,0.0043
243,2770.583,[2023-09-09 21:04:03 545],115.0,0.003,0.0037
244,2771.581,[2023-09-09 21:04:04 543],115.0,0.0035,0.0042
245,2772.583,[2023-09-09 21:04:05 545],115.0,0.0025,0.0029
246,2773.58,[2023-09-09 21:04:06 542],113.0,0.002,0.0025
247,2774.581,nan,102.0,0.0021,0.0026
248,2775.581,nan,102.0,0.0019,0.0024
249,2776.581,nan,102.0,0.002,0.0024
250,2777.581,nan,102.0,0.0021,0.0026
251,2778.581,nan,102.0,0.0021,0.0025
252,2779.581,nan,93.5,0.0038,0.005
253,2780.581,nan,93.5,0.0046,0.0072
254,2781.581,nan,93.5,0.0027,0.0035
255,2782.581,nan,93.5,0.0028,0.0036
256,2783.583,[2023-09-09 21:04:16 545],89.0,0.0027,0.0033
257,2784.583,nan,88.0,0.004,0.0049
258,2785.583,nan,88.0,0.0071,0.0089
259,2786.583,nan,88.0,0.005,0.0061
260,2788.08,nan,86.5,0.0023,0.0028
261,2789.08,nan,86.5,0.0022,0.0026
262,2790.085,[2023-09-09 21:04:23 047],87.0,0.0023,0.0028
263,2791.082,[2023-09-09 21:04:24 044],87.0,0.0022,0.0027
264,2792.083,[2023-09-09 21:04:25 045],88.0,0.0021,0.0025
265,2793.082,[2023-09-09 21:04:26 044],88.0,0.0021,0.0028
266,2794.086,[2023-09-09 21:04:27 048],88.0,0.0021,0.0026
267,2795.085,[2023-09-09 21:04:28 047],88.0,0.0019,0.0024
268,2796.068,[2023-09-09 21:04:29 030],88.0,0.0019,0.0023
269,2797.086,[2023-09-09 21:04:30 048],88.0,0.002,0.0025
270,2798.084,[2023-09-09 21:04:31 046],89.0,0.0021,0.0025
271,2799.087,[2023-09-09 21:04:32 049],90.0,0.0019,0.0025
272,2800.085,[2023-09-09 21:04:33 047],90.0,0.0027,0.0032
273,2801.087,[2023-09-09 21:04:34 049],89.0,0.0032,0.0039
274,2802.084,[2023-09-09 21:04:35 046],88.0,0.0021,0.0025
275,2803.089,[2023-09-09 21:04:36 051],88.0,0.002,0.0024
276,2804.086,[2023-09-09 21:04:37 048],88.0,0.0022,0.0026
277,2805.087,[2023-09-09 21:04:38 049],88.0,0.0023,0.0027
278,2806.066,[2023-09-09 21:04:39 028],88.0,0.0021,0.0025
279,2807.084,[2023-09-09 21:04:40 046],88.0,0.0027,0.0035
280,2808.087,[2023-09-09 21:04:41 049],88.0,0.0047,0.0055
281,2809.084,[2023-09-09 21:04:42 046],87.0,0.0054,0.0065
282,2810.085,[2023-09-09 21:04:43 047],85.0,0.0053,0.0061
283,2811.083,[2023-09-09 21:04:44 045],85.0,0.005,0.0056
284,2812.085,[2023-09-09 21:04:45 047],85.0,0.0035,0.0042
285,2813.084,[2023-09-09 21:04:46 046],85.0,0.0066,0.0079
286,2814.084,[2023-09-09 21:04:47 046],85.0,0.0067,0.0082
287,2815.086,[2023-09-09 21:04:48 048],85.0,0.003,0.0039
288,2816.071,[2023-09-09 21:04:49 033],84.0,0.0025,0.0029
289,2817.087,[2023-09-09 21:04:50 049],84.0,0.0024,0.0028
290,2818.088,[2023-09-09 21:04:51 050],83.0,0.0022,0.0027
291,2819.086,[2023-09-09 21:04:52 048],82.0,0.0025,0.0029
292,2820.084,[2023-09-09 21:04:53 046],81.0,0.0022,0.0026
293,2821.085,[2023-09-09 21:04:54 047],81.0,0.0022,0.0027
294,2822.084,[2023-09-09 21:04:55 046],82.0,0.0023,0.0026
295,2823.084,[2023-09-09 21:04:56 046],84.0,0.0022,0.0027
296,2824.084,[2023-09-09 21:04:57 046],87.0,0.0026,0.0032
297,2825.088,[2023-09-09 21:04:58 050],88.0,0.0022,0.0027
298,2826.068,[2023-09-09 21:04:59 030],89.0,0.003,0.0039
299,2827.084,[2023-09-09 21:05:00 046],91.0,0.0027,0.0035
300,2828.088,[2023-09-09 21:05:01 050],93.0,0.0024,0.003
301,2829.09,[2023-09-09 21:05:02 052],96.0,0.0028,0.0033
302,2830.089,[2023-09-09 21:05:03 051],100.0,0.0022,0.0027
303,2831.088,[2023-09-09 21:05:04 050],103.0,0.0023,0.0027
304,2832.086,[2023-09-09 21:05:05 048],104.0,0.0019,0.0023
305,2833.087,[2023-09-09 21:05:06 049],105.0,0.0021,0.0025
306,2834.087,[2023-09-09 21:05:07 049],104.0,0.0022,0.0025
307,2835.087,[2023-09-09 21:05:08 049],103.0,0.0021,0.0026
308,2836.069,[2023-09-09 21:05:09 031],102.0,0.0022,0.0026
309,2837.086,[2023-09-09 21:05:10 048],101.0,0.0021,0.0025
310,2838.088,[2023-09-09 21:05:11 050],101.0,0.002,0.0023
311,2839.087,[2023-09-09 21:05:12 049],102.0,0.002,0.0024
312,2840.09,[2023-09-09 21:05:13 052],102.0,0.0023,0.0027
313,2841.088,[2023-09-09 21:05:14 050],103.0,0.0028,0.0034
314,2842.091,[2023-09-09 21:05:15 053],104.0,0.003,0.0034
315,2843.087,[2023-09-09 21:05:16 049],104.0,0.0026,0.0032
316,2844.088,[2023-09-09 21:05:17 050],103.0,0.0023,0.0029
317,2845.089,[2023-09-09 21:05:18 051],101.0,0.0037,0.0045
318,2846.074,[2023-09-09 21:05:19 036],101.0,0.0032,0.0038
319,2847.091,[2023-09-09 21:05:20 053],102.0,0.0037,0.0044
320,2848.088,[2023-09-09 21:05:21 050],104.0,0.003,0.0038
321,2849.091,[2023-09-09 21:05:22 053],105.0,0.0037,0.0046
322,2850.086,[2023-09-09 21:05:23 048],107.0,0.0033,0.0041
323,2851.087,[2023-09-09 21:05:24 049],109.0,0.0025,0.0029
324,2852.089,[2023-09-09 21:05:25 051],110.0,0.0026,0.0033
325,2853.087,[2023-09-09 21:05:26 049],110.0,0.0024,0.0028
326,2854.088,[2023-09-09 21:05:27 050],110.0,0.0055,0.0066
327,2855.09,[2023-09-09 21:05:28 052],110.0,0.0056,0.0068
328,2856.069,[2023-09-09 21:05:29 031],110.0,0.0044,0.0053
329,2857.09,[2023-09-09 21:05:30 052],110.0,0.0065,0.0081
330,2858.091,[2023-09-09 21:05:31 053],109.0,0.0032,0.004
331,2859.09,[2023-09-09 21:05:32 052],107.0,0.003,0.0038
332,2860.091,[2023-09-09 21:05:33 053],104.0,0.0054,0.0063
333,2861.091,[2023-09-09 21:05:34 053],103.0,0.0055,0.0068
334,2862.088,[2023-09-09 21:05:35 050],102.0,0.0039,0.0047
335,2863.089,[2023-09-09 21:05:36 051],104.0,0.0027,0.0032
336,2864.091,[2023-09-09 21:05:37 053],106.0,0.0022,0.0027
337,2865.091,[2023-09-09 21:05:38 053],109.0,0.0022,0.0025
338,2866.071,[2023-09-09 21:05:39 033],110.0,0.002,0.0025
339,2867.089,[2023-09-09 21:05:40 051],110.0,0.0022,0.0025
340,2868.091,[2023-09-09 21:05:41 053],110.0,0.0021,0.0024
341,2869.09,[2023-09-09 21:05:42 052],107.0,0.0025,0.0031
342,2870.092,[2023-09-09 21:05:43 054],103.0,0.0033,0.0044
343,2871.093,[2023-09-09 21:05:44 055],101.0,0.0042,0.0051
344,2872.09,[2023-09-09 21:05:45 052],100.0,0.0022,0.0028
345,2873.093,[2023-09-09 21:05:46 055],101.0,0.0027,0.0033
346,2874.091,[2023-09-09 21:05:47 053],103.0,0.0109,0.0141
347,2875.093,[2023-09-09 21:05:48 055],105.0,0.0177,0.0221
348,2876.074,[2023-09-09 21:05:49 036],107.0,0.0069,0.0092
349,2877.09,[2023-09-09 21:05:50 052],109.0,0.0059,0.0072
350,2878.089,[2023-09-09 21:05:51 051],112.0,0.0041,0.005
351,2879.092,[2023-09-09 21:05:52 054],113.0,0.0037,0.0044
352,2880.088,[2023-09-09 21:05:53 050],114.0,0.0053,0.0063
353,2881.093,[2023-09-09 21:05:54 055],115.0,0.0067,0.0083
354,2882.089,[2023-09-09 21:05:55 051],116.0,0.0069,0.008
355,2883.091,[2023-09-09 21:05:56 053],116.0,0.0036,0.0044
356,2884.09,[2023-09-09 21:05:57 052],115.0,0.0022,0.0027
357,2885.091,[2023-09-09 21:05:58 053],116.0,0.0121,0.0148
358,2886.073,[2023-09-09 21:05:59 035],114.0,0.0083,0.0108
359,2887.09,[2023-09-09 21:06:00 052],113.0,0.0032,0.004
360,2888.091,[2023-09-09 21:06:01 053],112.0,0.0047,0.0059
361,2889.093,[2023-09-09 21:06:02 055],110.0,0.0059,0.0077
362,2890.09,[2023-09-09 21:06:03 052],110.0,0.0024,0.0029
363,2891.091,[2023-09-09 21:06:04 053],112.0,0.0031,0.0037
364,2892.092,[2023-09-09 21:06:05 054],119.0,0.0092,0.0103
365,2893.092,nan,120.5,0.0131,0.0177
366,2894.092,nan,120.5,0.0078,0.01
367,2895.591,nan,123.5,0.0075,0.0102
368,2896.591,nan,123.5,0.0049,0.0066
369,2897.59,[2023-09-09 21:06:10 552],125.0,0.0088,0.0122
370,2898.591,[2023-09-09 21:06:11 553],125.0,0.0059,0.0073
371,2899.593,[2023-09-09 21:06:12 555],125.0,0.0143,0.0173
372,2900.593,[2023-09-09 21:06:13 555],125.0,0.0201,0.0237
373,2901.593,[2023-09-09 21:06:14 555],124.0,0.0226,0.0277
374,2902.591,[2023-09-09 21:06:15 553],124.0,0.0322,0.0629
375,2903.59,[2023-09-09 21:06:16 552],124.0,0.0203,0.0283
376,2904.591,[2023-09-09 21:06:17 553],123.0,0.0162,0.0192
377,2905.591,[2023-09-09 21:06:18 553],124.0,0.008,0.0104
378,2906.575,[2023-09-09 21:06:19 537],125.0,0.0064,0.0075
379,2907.593,[2023-09-09 21:06:20 555],125.0,0.0056,0.0073
380,2908.592,[2023-09-09 21:06:21 554],125.0,0.0041,0.0049
381,2909.592,[2023-09-09 21:06:22 554],125.0,0.0054,0.0076
382,2910.59,[2023-09-09 21:06:23 552],125.0,0.0033,0.0038
383,2911.594,[2023-09-09 21:06:24 556],124.0,0.0074,0.0099
384,2912.594,[2023-09-09 21:06:25 556],122.0,0.011,0.0139
