,seconds,date,hr,activity_load_2d,activity_load_3d
0,2520.302,[2023-09-08 19:59:59 954],131.0,0.0271,0.0341
1,2521.302,[2023-09-08 20:00:00 954],130.0,0.1677,0.1908
2,2522.302,[2023-09-08 20:00:01 954],130.0,0.0569,0.0672
3,2523.302,[2023-09-08 20:00:02 954],130.0,0.0925,0.1454
4,2524.302,[2023-09-08 20:00:03 954],130.0,0.1308,0.2314
5,2525.302,[2023-09-08 20:00:04 954],129.0,0.0516,0.0632
6,2526.302,[2023-09-08 20:00:05 954],129.0,0.1032,0.1363
7,2527.302,[2023-09-08 20:00:06 954],128.0,0.0862,0.1267
8,2528.302,[2023-09-08 20:00:07 954],127.0,0.0072,0.0098
9,2529.302,[2023-09-08 20:00:08 954],126.0,0.0293,0.0332
10,2530.302,[2023-09-08 20:00:09 954],125.0,0.109,0.1309
11,2531.302,[2023-09-08 20:00:10 954],125.0,0.0283,0.0357
12,2532.302,[2023-09-08 20:00:11 954],126.0,0.0099,0.013
13,2533.302,[2023-09-08 20:00:12 954],127.0,0.179,0.2234
14,2534.302,[2023-09-08 20:00:13 954],126.0,0.032,0.0431
15,2535.302,[2023-09-08 20:00:14 954],125.0,0.0281,0.0394
16,2536.302,[2023-09-08 20:00:15 954],126.0,0.0273,0.0352
17,2537.302,[2023-09-08 20:00:16 954],127.0,0.0226,0.0318
18,2538.302,[2023-09-08 20:00:17 954],126.0,0.0322,0.0425
19,2539.302,[2023-09-08 20:00:18 954],125.0,0.0368,0.0471
20,2540.302,[2023-09-08 20:00:19 954],126.0,0.0233,0.0322
21,2541.302,[2023-09-08 20:00:20 954],127.0,0.079,0.1084
22,2542.302,[2023-09-08 20:00:21 954],127.0,0.0623,0.0801
23,2543.302,[2023-09-08 20:00:22 954],127.0,0.1751,0.198
24,2544.302,[2023-09-08 20:00:23 954],127.0,0.0096,0.0124
25,2545.302,[2023-09-08 20:00:24 954],127.0,0.0158,0.0218
26,2546.302,[2023-09-08 20:00:25 954],127.0,0.0169,0.0237
27,2547.302,[2023-09-08 20:00:26 954],126.0,0.0277,0.0333
28,2548.302,[2023-09-08 20:00:27 954],126.0,0.0271,0.0357
29,2549.302,[2023-09-08 20:00:28 954],126.0,0.0158,0.0199
30,2550.302,[2023-09-08 20:00:29 954],126.0,0.1165,0.1515
31,2551.302,[2023-09-08 20:00:30 954],125.0,0.0681,0.09
32,2552.302,[2023-09-08 20:00:31 954],123.0,0.0277,0.0447
33,2553.302,[2023-09-08 20:00:32 954],123.0,0.0186,0.0262
34,2554.302,[2023-09-08 20:00:33 954],123.0,0.0148,0.0217
35,2555.302,[2023-09-08 20:00:34 954],123.0,0.0096,0.0149
36,2556.302,[2023-09-08 20:00:35 954],122.0,0.0333,0.0406
37,2557.302,[2023-09-08 20:00:36 954],120.0,0.0163,0.0237
38,2558.302,[2023-09-08 20:00:37 954],119.0,0.0151,0.0206
39,2559.302,[2023-09-08 20:00:38 954],119.0,0.0118,0.0142
40,2560.302,[2023-09-08 20:00:39 954],120.0,0.0116,0.0165
41,2561.302,[2023-09-08 20:00:40 954],121.0,0.0128,0.0189
42,2562.302,[2023-09-08 20:00:41 954],121.0,0.016,0.0199
43,2563.302,[2023-09-08 20:00:42 954],120.0,0.0211,0.0253
44,2564.302,[2023-09-08 20:00:43 954],120.0,0.0236,0.0327
45,2565.302,[2023-09-08 20:00:44 954],120.0,0.0168,0.0242
46,2566.302,[2023-09-08 20:00:45 954],119.0,0.0141,0.0174
47,2567.302,[2023-09-08 20:00:46 954],118.0,0.0101,0.0129
48,2568.302,[2023-09-08 20:00:47 954],118.0,0.0059,0.0072
49,2569.302,[2023-09-08 20:00:48 954],118.0,0.0103,0.0143
50,2570.302,[2023-09-08 20:00:49 954],118.0,0.0087,0.0115
51,2571.302,[2023-09-08 20:00:50 954],118.0,0.0158,0.0215
52,2572.302,[2023-09-08 20:00:51 954],118.0,0.01,0.0143
53,2573.302,[2023-09-08 20:00:52 954],118.0,0.0114,0.0161
54,2574.302,[2023-09-08 20:00:53 954],118.0,0.0153,0.023
55,2575.302,[2023-09-08 20:00:54 954],119.0,0.0107,0.0139
56,2576.302,[2023-09-08 20:00:55 954],117.0,0.0082,0.0101
57,2577.302,[2023-09-08 20:00:56 954],116.0,0.0068,0.0085
58,2578.302,[2023-09-08 20:00:57 954],115.0,0.0067,0.0079
59,2579.302,[2023-09-08 20:00:58 954],115.0,0.0076,0.009
60,2580.302,[2023-09-08 20:00:59 954],115.0,0.0058,0.007
61,2581.302,[2023-09-08 20:01:00 954],116.0,0.0042,0.0054
62,2582.302,[2023-09-08 20:01:01 954],117.0,0.0061,0.0079
63,2583.302,[2023-09-08 20:01:02 954],118.0,0.005,0.0062
64,2584.302,[2023-09-08 20:01:03 954],120.0,0.0039,0.0048
65,2585.302,[2023-09-08 20:01:04 954],121.0,0.0065,0.0084
66,2586.302,[2023-09-08 20:01:05 954],121.0,0.0088,0.0134
67,2587.302,[2023-09-08 20:01:06 954],122.0,0.0062,0.0078
68,2588.302,[2023-09-08 20:01:07 954],122.0,0.0102,0.0131
69,2589.302,[2023-09-08 20:01:08 954],122.0,0.0052,0.0062
70,2590.302,[2023-09-08 20:01:09 954],122.0,0.0071,0.0082
71,2591.302,[2023-09-08 20:01:10 954],122.0,0.0062,0.0073
72,2592.302,[2023-09-08 20:01:11 954],122.0,0.0038,0.0045
73,2593.302,[2023-09-08 20:01:12 954],123.0,0.0057,0.0074
74,2594.302,[2023-09-08 20:01:13 954],126.0,0.005,0.0063
75,2595.302,[2023-09-08 20:01:14 954],128.0,0.0041,0.0048
76,2596.302,[2023-09-08 20:01:15 954],129.0,0.0051,0.0058
77,2597.302,[2023-09-08 20:01:16 954],130.0,0.0082,0.0096
78,2598.302,[2023-09-08 20:01:17 954],130.0,0.0063,0.0079
79,2599.302,[2023-09-08 20:01:18 954],130.0,0.0074,0.0084
80,2600.302,[2023-09-08 20:01:19 954],130.0,0.0051,0.0064
81,2601.302,[2023-09-08 20:01:20 954],130.0,0.0035,0.0046
82,2602.302,[2023-09-08 20:01:21 954],130.0,0.0088,0.0122
83,2603.302,[2023-09-08 20:01:22 954],130.0,0.0199,0.0288
84,2604.302,[2023-09-08 20:01:23 954],130.0,0.0059,0.0072
85,2605.302,[2023-09-08 20:01:24 954],130.0,0.0026,0.0032
86,2606.302,[2023-09-08 20:01:25 954],129.0,0.0021,0.0025
87,2607.302,[2023-09-08 20:01:26 954],127.0,0.0022,0.0025
88,2608.302,[2023-09-08 20:01:27 954],126.0,0.0023,0.0026
89,2609.302,[2023-09-08 20:01:28 954],126.0,0.002,0.0024
90,2610.302,[2023-09-08 20:01:29 954],126.0,0.0023,0.0027
91,2611.302,[2023-09-08 20:01:30 954],125.0,0.0022,0.0026
92,2612.302,[2023-09-08 20:01:31 954],125.0,0.002,0.0024
93,2613.302,[2023-09-08 20:01:32 954],125.0,0.0039,0.0044
94,2614.302,[2023-09-08 20:01:33 954],125.0,0.0129,0.0199
95,2615.302,[2023-09-08 20:01:34 954],125.0,0.0148,0.0215
96,2616.302,[2023-09-08 20:01:35 954],125.0,0.011,0.0137
97,2617.302,[2023-09-08 20:01:36 954],125.0,0.014,0.0192
98,2618.302,[2023-09-08 20:01:37 954],125.0,0.0154,0.0301
99,2619.302,[2023-09-08 20:01:38 954],125.0,0.0061,0.0078
100,2620.302,[2023-09-08 20:01:39 954],124.0,0.0042,0.0051
101,2621.302,[2023-09-08 20:01:40 954],122.0,0.0021,0.0025
102,2622.302,[2023-09-08 20:01:41 954],121.0,0.0065,0.0084
103,2623.302,[2023-09-08 20:01:42 954],118.0,0.0133,0.0182
104,2624.302,[2023-09-08 20:01:43 954],116.0,0.0155,0.0229
105,2625.302,[2023-09-08 20:01:44 954],115.0,0.0157,0.0212
106,2626.302,[2023-09-08 20:01:45 954],114.0,0.0107,0.0145
107,2627.302,[2023-09-08 20:01:46 954],113.0,0.0118,0.0154
108,2628.302,[2023-09-08 20:01:47 954],113.0,0.0075,0.0107
109,2629.302,[2023-09-08 20:01:48 954],113.0,0.0037,0.0046
110,2630.302,[2023-09-08 20:01:49 954],113.0,0.0029,0.0035
111,2631.302,[2023-09-08 20:01:50 954],111.0,0.0035,0.0042
112,2632.302,[2023-09-08 20:01:51 954],109.0,0.0051,0.0058
113,2633.302,[2023-09-08 20:01:52 954],109.0,0.0061,0.0071
114,2634.302,[2023-09-08 20:01:53 954],108.0,0.0057,0.007
115,2635.302,[2023-09-08 20:01:54 954],108.0,0.0075,0.0096
116,2636.302,[2023-09-08 20:01:55 954],108.0,0.0067,0.0087
117,2637.302,[2023-09-08 20:01:56 954],106.0,0.0042,0.0048
118,2638.302,[2023-09-08 20:01:57 954],103.0,0.0028,0.0033
119,2639.302,[2023-09-08 20:01:58 954],103.0,0.0028,0.0032
120,2640.302,[2023-09-08 20:01:59 954],104.0,0.0026,0.0031
121,2641.302,[2023-09-08 20:02:00 954],105.0,0.0028,0.0034
122,2642.302,[2023-09-08 20:02:01 954],104.0,0.003,0.0035
123,2643.302,[2023-09-08 20:02:02 954],103.0,0.0048,0.0061
124,2644.302,[2023-09-08 20:02:03 954],101.0,0.0032,0.0038
125,2645.302,[2023-09-08 20:02:04 954],99.0,0.0048,0.0056
126,2646.302,[2023-09-08 20:02:05 954],99.0,0.0035,0.0041
127,2647.302,[2023-09-08 20:02:06 954],99.0,0.0025,0.0029
128,2648.302,[2023-09-08 20:02:07 954],101.0,0.0022,0.0027
129,2649.302,[2023-09-08 20:02:08 954],105.0,0.003,0.0035
130,2650.302,[2023-09-08 20:02:09 954],107.0,0.0032,0.0037
131,2651.302,[2023-09-08 20:02:10 954],107.0,0.0039,0.0046
132,2652.302,[2023-09-08 20:02:11 954],106.0,0.0046,0.0054
133,2653.302,[2023-09-08 20:02:12 954],105.0,0.0039,0.0047
134,2654.302,[2023-09-08 20:02:13 954],104.0,0.0039,0.0047
135,2655.302,[2023-09-08 20:02:14 954],102.0,0.0037,0.0046
136,2656.302,[2023-09-08 20:02:15 954],100.0,0.0034,0.004
137,2657.302,[2023-09-08 20:02:16 954],99.0,0.0034,0.004
138,2658.302,[2023-09-08 20:02:17 954],99.0,0.0023,0.0026
139,2659.302,[2023-09-08 20:02:18 954],99.0,0.0022,0.0026
140,2660.302,[2023-09-08 20:02:19 954],98.0,0.0022,0.0025
141,2661.302,[2023-09-08 20:02:20 954],99.0,0.0022,0.0026
142,2662.302,[2023-09-08 20:02:21 954],100.0,0.0018,0.0022
143,2663.302,[2023-09-08 20:02:22 954],101.0,0.002,0.0025
144,2664.302,[2023-09-08 20:02:23 954],102.0,0.0019,0.0022
145,2665.302,[2023-09-08 20:02:24 954],102.0,0.0022,0.0026
146,2666.302,[2023-09-08 20:02:25 954],102.0,0.0021,0.0025
147,2667.302,[2023-09-08 20:02:26 954],102.0,0.0021,0.0025
148,2668.302,[2023-09-08 20:02:27 954],102.0,0.002,0.0024
149,2669.302,[2023-09-08 20:02:28 954],102.0,0.0021,0.0026
150,2670.302,[2023-09-08 20:02:29 954],102.0,0.0019,0.0023
151,2671.302,[2023-09-08 20:02:30 954],102.0,0.0047,0.0058
152,2672.302,[2023-09-08 20:02:31 954],102.0,0.0183,0.024
153,2673.302,[2023-09-08 20:02:32 954],102.0,0.0208,0.0233
154,2674.302,[2023-09-08 20:02:33 954],102.0,0.0169,0.0189
155,2675.302,[2023-09-08 20:02:34 954],102.0,0.0131,0.0145
156,2676.302,[2023-09-08 20:02:35 954],102.0,0.0108,0.0122
157,2677.302,[2023-09-08 20:02:36 954],102.0,0.015,0.0189
158,2678.302,[2023-09-08 20:02:37 954],102.0,0.0085,0.0156
159,2679.302,[2023-09-08 20:02:38 954],102.0,0.0042,0.0052
160,2680.302,[2023-09-08 20:02:39 954],102.0,0.0021,0.0024
161,2681.302,[2023-09-08 20:02:40 954],103.0,0.0021,0.0025
162,2682.302,[2023-09-08 20:02:41 954],103.0,0.002,0.0023
163,2683.302,[2023-09-08 20:02:42 954],103.0,0.005,0.0077
164,2684.302,[2023-09-08 20:02:43 954],103.0,0.0149,0.0206
165,2685.302,[2023-09-08 20:02:44 954],104.0,0.0159,0.0207
166,2686.302,[2023-09-08 20:02:45 954],104.0,0.0052,0.0062
167,2687.302,[2023-09-08 20:02:46 954],105.0,0.0053,0.0066
168,2688.302,[2023-09-08 20:02:47 954],105.0,0.0044,0.0057
169,2689.302,[2023-09-08 20:02:48 954],105.0,0.0025,0.0031
170,2690.302,[2023-09-08 20:02:49 954],106.0,0.0032,0.0037
171,2691.302,[2023-09-08 20:02:50 954],107.0,0.003,0.0037
172,2692.302,[2023-09-08 20:02:51 954],107.0,0.0026,0.0031
173,2693.302,[2023-09-08 20:02:52 954],106.0,0.003,0.0035
174,2694.302,[2023-09-08 20:02:53 954],105.0,0.0021,0.0024
175,2695.302,[2023-09-08 20:02:54 954],105.0,0.0019,0.0024
176,2696.302,[2023-09-08 20:02:55 954],104.0,0.0021,0.0024
177,2697.302,[2023-09-08 20:02:56 954],104.0,0.0031,0.0037
178,2698.302,[2023-09-08 20:02:57 954],104.0,0.0102,0.0156
179,2699.302,[2023-09-08 20:02:58 954],104.0,0.0124,0.0191
180,2700.302,[2023-09-08 20:02:59 954],104.0,0.0124,0.0171
181,2701.302,[2023-09-08 20:03:00 954],104.0,0.0115,0.0173
182,2702.302,[2023-09-08 20:03:01 954],104.0,0.0035,0.0044
183,2703.302,[2023-09-08 20:03:02 954],104.0,0.003,0.0036
184,2704.302,[2023-09-08 20:03:03 954],104.0,0.0021,0.0025
185,2705.302,[2023-09-08 20:03:04 954],104.0,0.0028,0.0033
186,2706.302,[2023-09-08 20:03:05 954],106.0,0.0031,0.0036
187,2707.302,[2023-09-08 20:03:06 954],108.0,0.0026,0.0031
188,2708.302,[2023-09-08 20:03:07 954],107.0,0.0025,0.0029
189,2709.302,[2023-09-08 20:03:08 954],105.0,0.0146,0.0207
190,2710.302,[2023-09-08 20:03:09 954],103.0,0.0131,0.0193
191,2711.302,[2023-09-08 20:03:10 954],103.0,0.0062,0.0075
192,2712.302,[2023-09-08 20:03:11 954],103.0,0.0026,0.0031
193,2713.302,[2023-09-08 20:03:12 954],103.0,0.0022,0.0026
194,2714.302,[2023-09-08 20:03:13 954],103.0,0.0019,0.0024
195,2715.302,[2023-09-08 20:03:14 954],104.0,0.0028,0.0033
196,2716.302,[2023-09-08 20:03:15 954],104.0,0.0033,0.0038
197,2717.302,[2023-09-08 20:03:16 954],102.0,0.0022,0.0027
198,2718.302,[2023-09-08 20:03:17 954],101.0,0.0066,0.0078
199,2719.302,[2023-09-08 20:03:18 954],101.0,0.0037,0.0043
200,2720.302,[2023-09-08 20:03:19 954],101.0,0.0027,0.0031
201,2721.302,[2023-09-08 20:03:20 954],101.0,0.0047,0.0058
202,2722.302,[2023-09-08 20:03:21 954],102.0,0.0042,0.0054
203,2723.302,[2023-09-08 20:03:22 954],103.0,0.0026,0.0033
204,2724.302,[2023-09-08 20:03:23 954],105.0,0.0026,0.0031
205,2725.302,[2023-09-08 20:03:24 954],105.0,0.0055,0.0068
206,2726.302,[2023-09-08 20:03:25 954],104.0,0.0056,0.0074
207,2727.302,[2023-09-08 20:03:26 954],102.0,0.0063,0.0086
208,2728.302,[2023-09-08 20:03:27 954],102.0,0.0039,0.0047
209,2729.302,[2023-09-08 20:03:28 954],101.0,0.0037,0.0042
210,2730.302,[2023-09-08 20:03:29 954],99.0,0.0049,0.0061
211,2731.302,[2023-09-08 20:03:30 954],97.0,0.0079,0.0101
212,2732.302,[2023-09-08 20:03:31 954],98.0,0.0049,0.006
213,2733.302,[2023-09-08 20:03:32 954],100.0,0.003,0.0036
214,2734.302,[2023-09-08 20:03:33 954],102.0,0.0064,0.0083
215,2735.302,[2023-09-08 20:03:34 954],99.0,0.0085,0.0108
216,2736.302,[2023-09-08 20:03:35 954],98.0,0.0044,0.0055
217,2737.302,[2023-09-08 20:03:36 954],97.0,0.0029,0.0038
218,2738.302,[2023-09-08 20:03:37 954],97.0,0.0167,0.0218
219,2739.302,[2023-09-08 20:03:38 954],97.0,0.0046,0.0058
220,2740.302,[2023-09-08 20:03:39 954],97.0,0.0054,0.0071
221,2741.302,[2023-09-08 20:03:40 954],96.0,0.0039,0.0052
222,2742.302,[2023-09-08 20:03:41 954],95.0,0.0086,0.0111
223,2743.302,[2023-09-08 20:03:42 954],95.0,0.0086,0.0143
224,2744.302,[2023-09-08 20:03:43 954],95.0,0.0076,0.0094
225,2745.302,[2023-09-08 20:03:44 954],95.0,0.003,0.0038
226,2746.302,[2023-09-08 20:03:45 954],95.0,0.0026,0.003
227,2747.302,[2023-09-08 20:03:46 954],96.0,0.0028,0.0033
228,2748.302,[2023-09-08 20:03:47 954],97.0,0.0108,0.0164
229,2749.302,[2023-09-08 20:03:48 954],97.0,0.0109,0.0163
230,2750.302,[2023-09-08 20:03:49 954],97.0,0.0096,0.0143
231,2751.302,[2023-09-08 20:03:50 954],97.0,0.0096,0.0129
232,2752.302,[2023-09-08 20:03:51 954],94.0,0.0039,0.0054
233,2753.302,[2023-09-08 20:03:52 954],92.0,0.0033,0.0041
234,2754.302,[2023-09-08 20:03:53 954],93.0,0.0026,0.003
235,2755.302,[2023-09-08 20:03:54 954],92.0,0.0062,0.0069
236,2756.302,[2023-09-08 20:03:55 954],91.0,0.0032,0.0039
237,2757.302,[2023-09-08 20:03:56 954],90.0,0.0045,0.0055
238,2758.302,[2023-09-08 20:03:57 954],91.0,0.0079,0.01
239,2759.302,[2023-09-08 20:03:58 954],91.0,0.0041,0.005
240,2760.302,[2023-09-08 20:03:59 954],92.0,0.0023,0.0027
241,2761.302,[2023-09-08 20:04:00 954],91.0,0.0024,0.0029
242,2762.302,[2023-09-08 20:04:01 954],91.0,0.0032,0.0035
243,2763.302,[2023-09-08 20:04:02 954],90.0,0.0033,0.0038
244,2764.302,[2023-09-08 20:04:03 954],89.0,0.0034,0.004
245,2765.302,[2023-09-08 20:04:04 954],87.0,0.0044,0.005
246,2766.302,[2023-09-08 20:04:05 954],85.0,0.0026,0.003
247,2767.302,[2023-09-08 20:04:06 954],84.0,0.0021,0.0026
248,2768.302,[2023-09-08 20:04:07 954],84.0,0.0019,0.0024
249,2769.302,[2023-09-08 20:04:08 954],84.0,0.0021,0.0026
250,2770.302,[2023-09-08 20:04:09 954],84.0,0.0018,0.0021
251,2771.302,[2023-09-08 20:04:10 954],84.0,0.0021,0.0027
252,2772.302,[2023-09-08 20:04:11 954],84.0,0.0022,0.0028
253,2773.302,[2023-09-08 20:04:12 954],84.0,0.0028,0.0035
254,2774.302,[2023-09-08 20:04:13 954],84.0,0.0023,0.0027
255,2775.302,[2023-09-08 20:04:14 954],85.0,0.0019,0.0022
256,2776.302,[2023-09-08 20:04:15 954],86.0,0.0023,0.0027
257,2777.302,[2023-09-08 20:04:16 954],87.0,0.0023,0.003
258,2778.302,[2023-09-08 20:04:17 954],87.0,0.002,0.0025
259,2779.302,[2023-09-08 20:04:18 954],88.0,0.0035,0.0041
260,2780.302,[2023-09-08 20:04:19 954],88.0,0.0026,0.0033
261,2781.302,[2023-09-08 20:04:20 954],89.0,0.002,0.0025
262,2782.302,[2023-09-08 20:04:21 954],90.0,0.0019,0.0023
263,2783.302,[2023-09-08 20:04:22 954],91.0,0.002,0.0024
264,2784.302,[2023-09-08 20:04:23 954],90.0,0.002,0.0026
265,2785.302,[2023-09-08 20:04:24 954],89.0,0.0018,0.0022
266,2786.302,[2023-09-08 20:04:25 954],89.0,0.002,0.0024
267,2787.302,[2023-09-08 20:04:26 954],90.0,0.0025,0.0032
268,2788.302,[2023-09-08 20:04:27 954],90.0,0.0021,0.0025
269,2789.302,[2023-09-08 20:04:28 954],91.0,0.0035,0.0042
270,2790.302,[2023-09-08 20:04:29 954],92.0,0.0027,0.0032
271,2791.302,[2023-09-08 20:04:30 954],92.0,0.0029,0.0036
272,2792.302,[2023-09-08 20:04:31 954],92.0,0.0021,0.0026
273,2793.302,[2023-09-08 20:04:32 954],93.0,0.0019,0.0023
274,2794.302,[2023-09-08 20:04:33 954],95.0,0.002,0.0024
275,2795.302,[2023-09-08 20:04:34 954],96.0,0.002,0.0024
276,2796.302,[2023-09-08 20:04:35 954],96.0,0.002,0.0023
277,2797.302,[2023-09-08 20:04:36 954],97.0,0.0021,0.0024
278,2798.302,[2023-09-08 20:04:37 954],98.0,0.0018,0.0022
279,2799.302,[2023-09-08 20:04:38 954],99.0,0.002,0.0023
280,2800.302,[2023-09-08 20:04:39 954],98.0,0.002,0.0023
281,2801.302,[2023-09-08 20:04:40 954],97.0,0.0019,0.0023
282,2802.302,[2023-09-08 20:04:41 954],96.0,0.0019,0.0022
283,2803.302,[2023-09-08 20:04:42 954],96.0,0.0021,0.0024
284,2804.302,[2023-09-08 20:04:43 954],96.0,0.002,0.0024
285,2805.302,[2023-09-08 20:04:44 954],96.0,0.0021,0.0025
286,2806.302,[2023-09-08 20:04:45 954],96.0,0.0019,0.0023
287,2807.302,[2023-09-08 20:04:46 954],98.0,0.0021,0.0025
288,2808.302,[2023-09-08 20:04:47 954],100.0,0.0022,0.0026
289,2809.302,[2023-09-08 20:04:48 954],100.0,0.002,0.0025
290,2810.302,[2023-09-08 20:04:49 954],101.0,0.0022,0.0027
291,2811.302,[2023-09-08 20:04:50 954],101.0,0.0049,0.0061
292,2812.302,[2023-09-08 20:04:51 954],100.0,0.0049,0.0062
293,2813.302,[2023-09-08 20:04:52 954],100.0,0.0057,0.0068
294,2814.302,[2023-09-08 20:04:53 954],99.0,0.0041,0.005
295,2815.302,[2023-09-08 20:04:54 954],99.0,0.002,0.0023
296,2816.302,[2023-09-08 20:04:55 954],99.0,0.002,0.0024
297,2817.302,[2023-09-08 20:04:56 954],99.0,0.0019,0.0023
298,2818.302,[2023-09-08 20:04:57 954],99.0,0.0019,0.0024
299,2819.302,[2023-09-08 20:04:58 954],99.0,0.0019,0.0023
300,2820.302,[2023-09-08 20:04:59 954],99.0,0.0019,0.0023
301,2821.302,[2023-09-08 20:05:00 954],98.0,0.0021,0.0025
302,2822.302,[2023-09-08 20:05:01 954],96.0,0.0141,0.017
303,2823.302,[2023-09-08 20:05:02 954],95.0,0.0115,0.0145
304,2824.302,[2023-09-08 20:05:03 954],93.0,0.0106,0.0124
305,2825.302,[2023-09-08 20:05:04 954],91.0,0.0041,0.0053
306,2826.302,[2023-09-08 20:05:05 954],91.0,0.004,0.005
307,2827.302,[2023-09-08 20:05:06 954],92.0,0.0036,0.0046
308,2828.302,[2023-09-08 20:05:07 954],96.0,0.0087,0.0119
309,2829.302,[2023-09-08 20:05:08 954],98.0,0.0161,0.0209
310,2830.302,[2023-09-08 20:05:09 954],102.0,0.0042,0.0052
311,2831.302,[2023-09-08 20:05:10 954],107.0,0.0151,0.0265
312,2832.302,[2023-09-08 20:05:11 954],111.0,0.0083,0.0122
313,2833.302,[2023-09-08 20:05:12 954],111.0,0.0034,0.0041
314,2834.302,[2023-09-08 20:05:13 954],110.0,0.0033,0.0042
315,2835.302,[2023-09-08 20:05:14 954],110.0,0.0031,0.0037
316,2836.302,[2023-09-08 20:05:15 954],109.0,0.0031,0.0037
317,2837.302,[2023-09-08 20:05:16 954],105.0,0.003,0.0034
318,2838.302,[2023-09-08 20:05:17 954],103.0,0.0033,0.0036
319,2839.302,[2023-09-08 20:05:18 954],104.0,0.0037,0.0047
320,2840.302,[2023-09-08 20:05:19 954],105.0,0.0027,0.0032
321,2841.302,[2023-09-08 20:05:20 954],108.0,0.0033,0.0037
322,2842.302,[2023-09-08 20:05:21 954],111.0,0.0022,0.0026
323,2843.302,[2023-09-08 20:05:22 954],113.0,0.0045,0.0052
324,2844.302,[2023-09-08 20:05:23 954],114.0,0.005,0.006
325,2845.302,[2023-09-08 20:05:24 954],113.0,0.0071,0.0088
326,2846.302,[2023-09-08 20:05:25 954],111.0,0.0081,0.011
327,2847.302,[2023-09-08 20:05:26 954],107.0,0.0041,0.0049
328,2848.302,[2023-09-08 20:05:27 954],104.0,0.0022,0.0028
329,2849.302,[2023-09-08 20:05:28 954],106.0,0.0054,0.0065
330,2850.302,[2023-09-08 20:05:29 954],108.0,0.0045,0.0053
331,2851.302,[2023-09-08 20:05:30 954],108.0,0.0036,0.0042
332,2852.302,[2023-09-08 20:05:31 954],109.0,0.0031,0.0035
333,2853.302,[2023-09-08 20:05:32 954],110.0,0.0058,0.0066
334,2854.302,[2023-09-08 20:05:33 954],110.0,0.0092,0.0112
335,2855.302,[2023-09-08 20:05:34 954],110.0,0.0047,0.0058
336,2856.302,[2023-09-08 20:05:35 954],110.0,0.0153,0.0202
337,2857.302,[2023-09-08 20:05:36 954],110.0,0.016,0.0235
338,2858.302,[2023-09-08 20:05:37 954],110.0,0.0117,0.016
339,2859.302,[2023-09-08 20:05:38 954],110.0,0.0111,0.0142
340,2860.302,[2023-09-08 20:05:39 954],109.0,0.0116,0.0141
341,2861.302,[2023-09-08 20:05:40 954],109.0,0.011,0.016
342,2862.302,[2023-09-08 20:05:41 954],112.0,0.0061,0.0083
343,2863.302,[2023-09-08 20:05:42 954],114.0,0.0053,0.0068
344,2864.302,[2023-09-08 20:05:43 954],115.0,0.0027,0.0034
345,2865.302,[2023-09-08 20:05:44 954],115.0,0.003,0.0035
346,2866.302,[2023-09-08 20:05:45 954],115.0,0.0021,0.0025
347,2867.302,[2023-09-08 20:05:46 954],115.0,0.0023,0.0026
348,2868.302,[2023-09-08 20:05:47 954],115.0,0.0021,0.0025
349,2869.302,[2023-09-08 20:05:48 954],115.0,0.0022,0.0025
350,2870.302,[2023-09-08 20:05:49 954],115.0,0.0019,0.0022
351,2871.302,[2023-09-08 20:05:50 954],115.0,0.0033,0.0038
352,2872.302,[2023-09-08 20:05:51 954],115.0,0.008,0.0097
353,2873.302,[2023-09-08 20:05:52 954],115.0,0.005,0.0058
354,2874.302,[2023-09-08 20:05:53 954],115.0,0.0029,0.0038
355,2875.302,[2023-09-08 20:05:54 954],115.0,0.0026,0.0031
356,2876.302,[2023-09-08 20:05:55 954],116.0,0.0056,0.0064
357,2877.302,[2023-09-08 20:05:56 954],117.0,0.0074,0.0088
358,2878.302,[2023-09-08 20:05:57 954],117.0,0.006,0.0079
359,2879.302,[2023-09-08 20:05:58 954],117.0,0.0026,0.0033
360,2880.302,[2023-09-08 20:05:59 954],118.0,0.0021,0.0025
361,2881.302,[2023-09-08 20:06:00 954],118.0,0.0024,0.0028
362,2882.302,[2023-09-08 20:06:01 954],118.0,0.0023,0.0029
363,2883.302,[2023-09-08 20:06:02 954],118.0,0.0023,0.0027
364,2884.302,[2023-09-08 20:06:03 954],118.0,0.0038,0.0047
365,2885.302,[2023-09-08 20:06:04 954],118.0,0.0028,0.0034
366,2886.302,[2023-09-08 20:06:05 954],118.0,0.002,0.0025
367,2887.302,[2023-09-08 20:06:06 954],117.0,0.0021,0.0026
368,2888.302,[2023-09-08 20:06:07 954],116.0,0.0024,0.0029
369,2889.302,[2023-09-08 20:06:08 954],113.0,0.0028,0.0034
370,2890.302,[2023-09-08 20:06:09 954],109.0,0.0022,0.0028
371,2891.302,[2023-09-08 20:06:10 954],107.0,0.0032,0.004
372,2892.302,[2023-09-08 20:06:11 954],107.0,0.0024,0.0029
373,2893.302,[2023-09-08 20:06:12 954],107.0,0.0025,0.0029
374,2894.302,[2023-09-08 20:06:13 954],107.0,0.0026,0.0032
375,2895.302,[2023-09-08 20:06:14 954],107.0,0.002,0.0024
376,2896.302,[2023-09-08 20:06:15 954],107.0,0.0019,0.0023
377,2897.302,[2023-09-08 20:06:16 954],107.0,0.0023,0.0026
378,2898.302,[2023-09-08 20:06:17 954],106.0,0.0022,0.0025
